Data,USD-BRL,USD-CLP,USD-EUR
2/19/2021,5.382504,708.650396,0.825202
2/20/2021,5.382873,708.650396,0.825202
2/21/2021,5.382901,708.650276,0.824675
2/22/2021,5.464899,706.999757,0.821976
2/23/2021,5.441106,704.703157,0.822925
2/24/2021,5.406239,700.9026,0.821698
2/25/2021,5.531315,716.000413,0.822365
2/26/2021,5.599204,723.903912,0.828358
2/27/2021,5.599204,723.903912,0.828356
2/28/2021,5.599199,723.901976,0.8272
3/1/2021,5.642198,722.898015,0.829903
3/2/2021,5.676601,729.000304,0.827465
3/3/2021,5.619014,727.603349,0.829855
3/4/2021,5.6698,732.114885,0.835605
3/5/2021,5.691104,733.403912,0.839542
3/6/2021,5.691104,733.403912,0.839201
3/7/2021,5.691099,733.401607,0.83856
3/8/2021,5.876104,736.502481,0.843785
3/9/2021,5.802996,735.407358,0.840506
3/10/2021,5.672599,724.392811,0.8386
3/11/2021,5.536302,713.297165,0.834403
3/12/2021,5.55305,724.103912,0.836581
3/13/2021,5.55305,724.103912,0.836593
3/14/2021,5.516071,724.103303,0.83686
3/15/2021,5.615952,723.100758,0.838545
3/16/2021,5.624902,727.796008,0.840245
3/17/2021,5.584602,722.397294,0.834555
3/18/2021,5.56045,720.599737,0.839075
3/19/2021,5.490804,713.303912,0.837065
3/20/2021,5.490804,713.303912,0.836925
3/21/2021,5.496927,713.301488,0.84156
3/22/2021,5.507051,716.800883,0.838035
3/23/2021,5.521902,722.999841,0.844605
3/24/2021,5.621097,727.705277,0.846545
3/25/2021,5.649904,725.198045,0.849165
3/26/2021,5.756204,732.903912,0.847873
3/27/2021,5.756204,732.903912,0.845702
3/28/2021,5.756201,732.901128,0.8484
3/29/2021,5.782505,734.09843,0.849715
3/30/2021,5.773504,729.302424,0.853015
3/31/2021,5.632803,720.491317,0.852765
4/1/2021,5.708901,717.09767,0.849032
4/2/2021,5.708041,717.103912,0.850304
4/3/2021,5.708041,717.103912,0.850391
4/4/2021,5.708054,717.102084,0.849945
4/5/2021,5.664196,721.499053,0.846202
4/6/2021,5.5944,717.807358,0.842175
4/7/2021,5.613601,713.700628,0.842245
4/8/2021,5.568103,708.196907,0.839102
4/9/2021,5.680804,710.603912,0.840336
4/10/2021,5.692604,713.975041,0.84028
4/11/2021,5.680805,710.588329,0.840397
4/12/2021,5.733703,713.302072,0.83945
4/13/2021,5.718403,708.104586,0.836525
4/14/2021,5.654403,709.607696,0.834505
4/15/2021,5.616599,698.501928,0.835455
4/16/2021,5.588609,702.803912,0.834589
4/17/2021,5.58874,702.803912,0.834589
4/18/2021,5.588597,702.801294,0.83529
4/19/2021,5.546802,700.602199,0.830296
4/20/2021,5.569201,697.00027,0.831054
4/21/2021,5.569404,698.19971,0.830755
4/22/2021,5.444702,706.794297,0.832405
4/23/2021,5.476,713.403912,0.826549
4/24/2021,5.476414,713.403912,0.826641
4/25/2021,5.47604,713.416238,0.82703
4/26/2021,5.437102,705.096236,0.827785
4/27/2021,5.452103,702.000118,0.827165
4/28/2021,5.3429,696.299425,0.824007
4/29/2021,5.337898,709.397023,0.824735
4/30/2021,5.438336,710.703912,0.831981
5/1/2021,5.438566,710.703912,0.83195
5/2/2021,5.438403,710.700435,0.831365
5/3/2021,5.439597,704.420974,0.829198
5/4/2021,5.444398,703.792727,0.832328
5/5/2021,5.354201,705.100254,0.832899
5/6/2021,5.276746,700.203975,0.828809
5/7/2021,5.235335,695.403912,0.822031
5/8/2021,5.236512,695.403912,0.822149
5/9/2021,5.236972,695.397348,0.82138
5/10/2021,5.224197,697.000189,0.823701
5/11/2021,5.222798,702.498454,0.823365
5/12/2021,5.304598,707.402842,0.827925
5/13/2021,5.309202,707.699682,0.82801
5/14/2021,5.27195,699.803912,0.823423
5/15/2021,5.27195,699.803912,0.823323
5/16/2021,5.271989,699.805782,0.823005
5/17/2021,5.273202,715.602905,0.822525
5/18/2021,5.260904,712.406315,0.818185
5/19/2021,5.309502,715.152774,0.821596
5/20/2021,5.282804,721.206157,0.817977
5/21/2021,5.366704,721.000361,0.821018
5/22/2021,5.366704,721.000361,0.820934
5/23/2021,5.363298,720.999697,0.820901
5/24/2021,5.320402,729.801949,0.818698
5/25/2021,5.332203,734.000224,0.816453
5/26/2021,5.311974,729.999988,0.820202
5/27/2021,5.2397,724.700507,0.820205
5/28/2021,5.22635,724.503912,0.820176
5/29/2021,5.22635,724.503912,0.820173
5/30/2021,5.226399,724.499323,0.820302
5/31/2021,5.2181,722.898454,0.817428
6/1/2021,5.151297,728.498862,0.818495
6/2/2021,5.076003,718.510938,0.818967
6/3/2021,5.077803,718.999895,0.8243
6/4/2021,5.048788,718.303912,0.821878
6/5/2021,5.048788,718.303912,0.821926
6/6/2021,5.050399,718.299504,0.821855
6/7/2021,5.046901,716.398901,0.820295
6/8/2021,5.036299,717.698449,0.821465
6/9/2021,5.062999,719.896617,0.821199
6/10/2021,5.056007,719.809134,0.821545
6/11/2021,5.116296,722.000361,0.825866
6/12/2021,5.116296,722.000361,0.825835
6/13/2021,5.116302,722.000165,0.825775
6/14/2021,5.060299,719.400677,0.8249
6/15/2021,5.045398,727.097197,0.824701
6/16/2021,5.055798,730.202795,0.833765
6/17/2021,5.008906,738.499968,0.839298
6/18/2021,5.09015,748.603912,0.842922
6/19/2021,5.09015,748.603912,0.842861
6/20/2021,5.0902,748.60639,0.842275
6/21/2021,5.0144,747.597576,0.839485
6/22/2021,4.958903,741.399865,0.837598
6/23/2021,4.966701,736.197455,0.838265
6/24/2021,4.914197,734.000234,0.838325
6/25/2021,4.934504,733.203912,0.837696
6/26/2021,4.934504,733.203912,0.837795
6/27/2021,4.916902,733.202172,0.83741
6/28/2021,4.926302,735.000156,0.838396
6/29/2021,4.956796,727.724019,0.840302
6/30/2021,4.970702,732.301353,0.843498
7/1/2021,5.048479,740.49797,0.844181
7/2/2021,5.06108,735.650396,0.842826
7/3/2021,5.058672,735.650396,0.842815
7/4/2021,5.058905,735.650093,0.843501
7/5/2021,5.091805,736.380052,0.842851
7/6/2021,5.196994,747.940296,0.845855
